	Fat(g)	Carbs(g)	Prot(g)	Calories
Popular Egg Salad Serving Sizes				
20.58\	1.31\	6.26\	216\	20.58\\
22.39\	1.43\	6.81\	235\	22.39\\
24.81\	1.58\	7.54\	261\	24.81\\
67.18\	4.28\	20.42\	706\	67.18\\
8.58\	0.55\	2.61\	90\	8.58\\
28.59\	2.84\	27.59\	384\	28.59\\
2.4\	3.19\	3.28\	47\	2.4\\
22.82\	32.5\	9.35\	372\	22.82\\
13.61\	30.8\	5.35\	262\	13.61\\
25.61\	7.54\	5.66\	281\	25.61\\
26.89\	13.02\	28.52\	408\	26.89\\
3.86\	3.17\	5.84\	68\	3.86\\
34.76\	28.33\	13.72\	485\	34.76\\
